4	40232426
4	40232432
4	40232470
4	40232493
4	40232503
4	40232507
4	40232519
4	40232635
4	40232655
4	40232674
4	40232677
4	40232683
4	40232732
4	40232733
4	40232742
4	40232795
4	40232807
4	40232812
4	40232853
4	40232969
4	40232994
4	40233011
4	40233081
4	40233088
4	40233094
4	40233106
4	40233225
4	40233230
4	40233272
4	40233284
4	40233324
4	40233341
4	40233377
4	40233388
4	40233424
4	40233443
4	40233476
4	40233603
4	40233608
4	40233660
4	40233691
4	40233702
4	40233848
4	40233871
4	40233876
4	40233898
4	40233985
4	40234000
4	40234011
4	40234028
4	40234056
4	40234060
4	40234089
4	40234125
4	40234143
4	40234174
4	40234215
4	40234224
4	40234287
4	40234292
4	40234307
4	40234334
4	40234430
4	40234451
4	40234500
4	40234557
4	40234561
4	40234595
4	40234601
4	40234641
4	40234746
4	40234878
4	40234901
4	40235000
4	40235008
4	40235014
4	40235018
4	40235048
4	40235054
4	40235066
4	40235071
4	40235147
4	40235187
4	40235208
4	40235230
4	40235245
4	40235350
4	40235408
4	40235460
4	40235525
4	40235602
4	40235637
4	40235667
4	40235755
4	40235798
4	40235802
4	40235850
4	40235860
4	40235975
4	40235996
4	40236037
4	40236042
4	40236047
4	40236115
4	40236132
4	40236162
4	40236173
4	40236231
4	40236274
4	40236312
4	40236313
4	40236314
4	40236315
4	40236364
4	40236473
4	40236532
4	40236582
4	40236727
4	40236827
4	40236879
4	40236984
4	40237007
4	40237039
4	40237103
4	40237202
4	40237225
4	40237238
4	40237293
4	40237317
4	40237362
4	40237420
4	40237431
4	40237473
4	40237532
4	40237565
4	40237581
4	40237583
4	40237613
4	40237619
4	40237632
4	40237659
4	40237667
4	40237692
4	40237719
4	40237889
4	40237892
4	40237906
4	40237923
4	40238138
4	40238148
4	40238182
4	40238187
4	40238192
4	40238206
4	40238207
4	40238218
4	40238250
4	40238287
4	40238316
4	40238320
4	40238325
4	40238336
4	40238337
4	40238354
4	40238488
4	40238507
4	40238519
4	40238523
4	40238715
4	40238722
4	40238730
4	40238733
4	40238748
4	40238823
4	40238838
4	40238859
4	40238874
4	40238877
4	40238882
4	40238932
4	40238999
4	40239029
4	40239030
4	40239031
4	40239069
4	40239082
4	40239083
4	40239087
4	40239109
4	40239127
4	40239131
4	40239194
4	40239231
4	40239233
4	40239251
4	40239297
4	40239333
4	40239378
4	40239396
4	40239404
4	40239420
4	40239451
4	40239504
4	40239557
4	40239566
4	40239660
4	40239666
4	40239719
4	40239728
4	40239767
4	40239791
4	40239810
4	40239848
4	40239849
4	40239877
4	40239944
4	40239965
4	40239986
4	40240006
4	40240014
4	40240057
4	40240098
4	40240111
4	40240142
4	40240149
4	40240164
4	40240198
4	40240308
4	40240346
4	40240349
4	40240367
4	40240380
4	40240386
4	40240401
4	40240404
4	40240454
4	40240482
4	40240516
4	40240543
4	40240559
4	40240560
4	40240613
4	40240631
4	40240645
4	40240688
4	40240706
4	40240708
4	40240871
4	40240899
4	40241035
4	40241051
4	40241099
4	40241185
4	40241193
4	40241194
4	40241221
4	40241236
4	40241237
4	40241311
4	40241319
4	40241340
4	40241360
4	40241367
4	40241390
4	40241422
4	40241429
4	40241445
4	40241484
4	40241485
4	40241488
4	40241493
4	40241590
4	40241620
4	40241634
4	40241644
4	40241704
4	40241826
4	40241827
4	40241968
4	40242003
4	40242007
4	40242036
4	40242117
4	40242168
4	40242289
4	40242304
4	40242332
4	40242345
4	40242346
4	40242351
4	40242411
4	40242433
4	40242483
4	40242490
4	40242570
4	40242575
4	40242670
4	40242747
4	40242914
4	40242948
4	40242987
4	40243008
4	40243051
4	40243230
4	40243231
4	40243236
4	40243237
4	40243280
4	40243286
4	40243296
4	40243336
4	40243357
4	40243367
4	40243374
4	40243380
4	40243402
4	40243409
4	40243531
4	40243547
4	40243562
4	40243565
4	40243595
4	40243596
4	40243632
4	40243634
4	40243638
4	40243644
4	40243658
4	40243693
4	40243721
4	40243777
4	40243789
4	40243834
4	40243910
4	40243949
4	40244001
4	40244068
4	40244069
4	40244095
4	40244173
4	40244205
4	40244221
4	40244273
4	40244347
4	40244363
4	40244381
4	40244384
4	40244384
4	40244397
4	40244418
4	40244449
4	40244512
4	40244555
4	40244565
4	40244636
4	40244751
4	40244756
4	40244804
4	40244813
4	40244832
4	40244843
4	40244872
4	40244875
4	40244882
4	40244931
4	40244932
4	40244945
4	40244982
4	40245006
4	40245048
4	40245054
4	40245150
4	40245208
4	40245385
4	40245516
4	40245517
4	40245535
4	40245615
4	40245696
4	40245716
4	40245728
4	40245863
4	40245985
4	40245990
4	40246050
4	40246091
4	40246206
4	40246267
4	40246285
4	40246342
4	40246414
4	40246416
4	40246463
4	40246519
4	40246576
4	40246621
4	40246797
4	40246805
4	40246835
4	40246836
4	40246893
4	40246901
4	40246910
4	40246929
4	40246939
4	40246984
